47,0,13,13
49,1,13,13
50,2,13,13
51,3,13,13
52,2,13,13
54,2,13,13
54,2,13,13
55,3,14,14
55,2,14,14
56,2,14,14
56,2,14,14
57,1,15,15
58,1,15,15
58,2,14,14
57,1,15,15
57,2,15,15
56,1,14,14
56,1,14,14
55,1,14,14
55,1,14,14
54,1,14,14
54,1,14,14
54,1,14,14
53,0,14,14
52,1,14,14
51,0,15,15
51,0,15,15
50,0,16,16
49,0,16,16
49,0,16,16
48,0,15,15
48,0,15,15
47,0,15,15
47,0,16,16
46,0,16,16
46,0,16,16
45,0,17,17
44,1,16,16
44,1,16,16
43,1,16,16
43,0,17,17
42,0,17,17
41,0,17,17
41,0,18,18
41,0,18,18
40,0,18,18
39,0,18,18
40,0,18,18
39,0,18,18
39,0,18,18
39,0,18,18
39,0,18,18
38,0,18,18
36,0,19,19
34,0,19,19
31,1,19,19
29,2,19,19
28,3,18,18
27,2,18,18
26,2,18,18
25,2,18,18
24,3,18,18
23,2,18,18
23,3,17,17
22,3,17,17
22,3,17,17
22,2,17,17
22,2,17,17
22,2,18,18
21,2,18,18
21,2,18,18
21,1,18,18
21,1,18,18
19,1,18,18
15,2,18,18
13,3,18,18
12,4,17,17
7,3,17,17
6,3,16,16
2,3,16,16
4,4,16,16
5,4,17,17
5,4,17,17
5,3,17,17
5,2,18,18
6,2,18,18
5,2,18,18
5,2,19,19
4,2,19,19
5,2,19,19
6,1,19,19
6,1,19,19
6,1,19,19
6,1,19,19
6,1,19,19
6,0,19,19
6,0,19,19
6,0,19,19
6,0,19,19
7,0,19,19
7,0,19,19
8,0,19,19
8,0,19,19
9,0,19,19
8,0,19,19
8,0,20,20
8,0,20,20
8,0,20,20
8,1,20,20
9,1,20,20
10,2,20,20
11,4,21,21
16,6,22,22
17,6,22,22
18,7,22,22
19,7,22,22
19,7,23,23
20,7,23,23
20,7,23,23
21,7,23,23
22,7,23,23
23,7,23,23
23,7,23,23
23,6,24,24
23,6,24,24
24,7,23,23
24,7,23,23
24,6,23,23
24,6,24,24
24,7,24,24
24,6,24,24
24,6,24,24
24,7,24,24
25,8,25,25
32,9,25,25
40,10,25,25
46,12,25,25
41,14,25,25
39,15,23,23
39,14,25,25
39,14,25,25
38,14,25,25
38,15,24,24
38,16,23,23
37,17,23,23
38,16,24,24
44,15,24,24
38,13,25,25
36,10,25,25
36,8,24,24
35,8,25,25
35,10,25,25
35,12,23,23
35,13,23,23
35,13,23,23
34,14,23,23
35,14,22,22
34,14,22,22
35,14,22,22
34,14,22,22
33,14,23,23
33,14,23,23
33,14,23,23
33,14,23,23
33,14,23,23
33,14,23,23
33,14,22,22
33,14,22,22
30,14,22,22
30,15,22,22
33,24,23,23
33,30,23,23
29,25,23,23
28,26,23,23
28,27,23,23
28,31,23,23
28,32,23,23
27,32,24,24
27,30,25,25
27,26,25,25
28,21,23,23
27,17,23,23
27,16,23,23
27,16,23,23
27,15,23,23
27,15,23,23
27,15,22,22
27,15,21,21
27,15,21,21
27,15,21,21
27,15,21,21
26,15,21,21
27,14,21,21
27,15,21,21
27,15,21,21
26,14,22,22
26,14,22,22
26,14,22,22
26,13,22,22
26,13,22,22
26,14,22,22
26,14,22,22
26,14,22,22
26,14,22,22
26,14,22,22
26,14,23,23
26,14,22,22
26,14,22,22
27,14,22,22
26,14,22,22
27,14,21,21
27,12,23,23
26,9,23,23
25,7,23,23
23,6,23,23
21,3,23,23
19,2,23,23
18,1,23,23
16,0,23,23
15,0,23,23
13,0,23,23
13,0,23,23
13,0,23,23
12,0,23,23
12,0,23,23
12,0,23,23
11,0,23,23
11,0,23,23
12,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
12,0,22,22
11,0,22,22
12,0,22,22
12,0,22,22
12,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,23,23
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,22,22
11,0,21,21
11,0,21,21
12,0,21,21
11,0,21,21
12,1,21,21
12,1,21,21
12,0,22,22
12,0,21,21
11,0,21,21
11,0,21,21
11,0,21,21
12,0,21,21
11,0,22,22
11,0,22,22
11,0,22,22
12,0,22,22
12,1,21,21
12,1,21,21
12,1,21,21
12,0,21,21
12,0,21,21
12,0,21,21
12,0,21,21
12,0,21,21
12,0,21,21
12,0,21,21
